1,2
2,6
3,2
4,3
6,3
7,3
8,2
9,4
10,5
11,3
12,4
13,6
14,3
15,4
16,4
17,5
18,4
19,5
20,4
21,6
22,3
23,7
24,5
37,5
38,7
25,4
26,5
27,6
28,5
29,6
30,5
31,3
32,2
33,1
34,6
35,6
36,4
39,5
40,1
41,6
42,7
43,6
44,5
-1037,1
45,5
46,4
47,6
48,5
49,5
50,5
51,5
52,7
53,5
54,6
55,5
56,5
57,3
58,1
59,4
60,1
61,3
62,6
63,5
64,2
65,5
66,4
67,6
68,6
69,5
70,6
71,6
72,5
73,6
74,4
